,Date,Location,Deaths,Injuries,Description,Suspects Deaths,Suspects Injuries,Total,dt,City,State,Location_,loc,loc_name,loc_coords,lat,long,Month,Year,Day
300,"September 21, 2007","Dover, Delaware",1,1,"Two 17-year-old Delaware State University freshmen were shot on campus. One died 32 days later on October 23, from critical injuries sustained in the attack. A suspected perpetrator, Loyer D. Braden, a freshman from East Orange, New Jersey, was arrested and charged with attempted murder; the charges were dismissed in May 2009.[386]",0,0,2,2007-09-21,Dover,Delaware,"Dover, Delaware","Dover, Kent County, Delaware, USA","Dover, Kent County, Delaware, USA","(39.158168, -75.5243682)",39.158168,-75.5243682,9,2007,21
301,"October 10, 2007","Cleveland, Ohio",1,5,"At SuccessTech alternative high school in downtown Cleveland, 14-year-old student Asa H. Coon shot two students and two teachers in the halls and classrooms on the fourth floor of the building. Coon then moved to another room on the same floor, where he fatally shot himself.[387]",3,0,6,2007-10-10,Cleveland,Ohio,"Cleveland, Ohio","Cleveland, Cuyahoga County, Ohio, USA","Cleveland, Cuyahoga County, Ohio, USA","(41.5051613, -81.6934446)",41.5051613,-81.6934446,10,2007,10
302,"January 23, 2008","Jonesboro, Arkansas",0,1,Arkansas State University offensive line-man 20-year Alfred Louis was grazed in the lower left leg when someone fired several rounds from a 9mm handgun at a residence hall. He was treated at a local hospital. Charges were later dismissed against the person accused of firing the shots.[388],0,0,1,2008-01-23,Jonesboro,Arkansas,"Jonesboro, Arkansas","Jonesboro, Craighead County, Arkansas, USA","Jonesboro, Craighead County, Arkansas, USA","(35.8428646, -90.7034522)",35.8428646,-90.7034522,1,2008,23
303,"February 4, 2008","Memphis, Tennessee",0,1,"At Hamilton High School, a student shot a 16-year-old student in the leg during a classroom argument over rap music. The victim's injury was not life-threatening.[389]",0,0,1,2008-02-04,Memphis,Tennessee,"Memphis, Tennessee","Memphis, Shelby County, Tennessee, USA","Memphis, Shelby County, Tennessee, USA","(35.1490215, -90.0516285)",35.1490215,-90.0516285,2,2008,4
304,"February 8, 2008","Baton Rouge, Louisiana",3,0,"Latina Williams, a 23-year-old nursing student at Louisiana Technical College killed two classmates and herself in a second floor classroom.[390]",3,0,3,2008-02-08,Baton Rouge,Louisiana,"Baton Rouge, Louisiana","Baton Rouge, East Baton Rouge Parish, Louisiana, USA","Baton Rouge, East Baton Rouge Parish, Louisiana, USA","(30.4459596, -91.18738)",30.4459596,-91.18738,2,2008,8
305,"February 11, 2008","Miami Gardens, Florida",0,1,"43-year-old 11th grade algebra teacher, Sergio Miranda, was shot by 19-year-old Patrick Lively, outside Miami Carol City Senior High School during a robbery but was expected to survive.[391][392] In 2011, Lively received a life sentence.[393]",0,0,1,2008-02-11,Miami Gardens,Florida,"Miami Gardens, Florida","Miami Gardens, Miami-Dade County, Florida, USA","Miami Gardens, Miami-Dade County, Florida, USA","(25.94207545, -80.2397528099553)",25.94207545,-80.2397528099553,2,2008,11
306,"February 11, 2008","Memphis, Tennessee",0,1,"Following a feud that started off campus earlier in the week, a 19-year-old senior was shot by a 17-year-old sophomore during a gym class held in the cafeteria with about 75 other students at Mitchell High School, before handing the gun to a coach making no attempt to flee. The victim suffered at least two gunshot wounds and was in critical condition, the suspected shooter was in custody. ""He walked up to him, shot him, and made a statement to the coach that 'It's over now,' "", said principal, Daniel Ware.[394]",0,0,1,2008-02-11,Memphis,Tennessee,"Memphis, Tennessee","Memphis, Shelby County, Tennessee, USA","Memphis, Shelby County, Tennessee, USA","(35.1490215, -90.0516285)",35.1490215,-90.0516285,2,2008,11
307,"February 12, 2008","Oxnard, California",1,0,"Murder of Larry King: 14-year-old Brandon McInerney, shot 15-year-old Lawrence ""Larry"" King, twice in the head in the computer laboratory of E.O. Green Junior High School. McInerney was apprehended in a nearby neighborhood. King, who was openly homosexual, died two days later. McInerney was initially charged with a hate crime, but that charge was dropped. McInerney pleaded guilty to second-degree murder and was sentenced to 21 years in prison.[395]",0,0,1,2008-02-12,Oxnard,California,"Oxnard, California","Oxnard, Ventura County, California, USA","Oxnard, Ventura County, California, USA","(34.1976308, -119.1803818)",34.1976308,-119.1803818,2,2008,12
308,"February 14, 2008","DeKalb, Illinois",6,21,"Northern Illinois University shooting: 27-year-old Steven Kazmierczak, shot multiple people with a shotgun in a classroom of Northern Illinois University, killing five and injuring 21, before taking his own life. Kazmierczak was not enrolled at the university, but had attended in the years prior to the attack.[396]",3,0,27,2008-02-14,DeKalb,Illinois,"DeKalb, Illinois","DeKalb, DeKalb County, Illinois, 60115, USA","DeKalb, DeKalb County, Illinois, 60115, USA","(41.9294736, -88.7503647)",41.9294736,-88.7503647,2,2008,14
309,"February 27, 2008","Little Rock, Arkansas",0,1,33-year old James Earl Matthews was shot in the stomach and buttocks as close range with a handgun on the University of Arkansas at little rock campus. He survived. Gerald Pride Jr. was sentenced to 20 years on multiple charges.[388],0,0,1,2008-02-27,Little Rock,Arkansas,"Little Rock, Arkansas","Little Rock, Arkansas, USA","Little Rock, Arkansas, USA","(34.7464809, -92.2895948)",34.7464809,-92.2895948,2,2008,27
310,"August 14, 2008","Federal Way, Washington",1,0,"26-year-old Omero Mendez was waiting at the Lakota Middle School campus to pick up his girlfriend's son. He was confronted by 16-year-old Luis F. Cosgaya-Alvarez and two of his friends, driving in an SUV. Cosgaya-Alvarez flashed gang signs at Mendez, and shot him once in the head. Mendez later died of his injuries. Cosgaya-Alvarez was arrested a few days later in Seattle and was charged with murder. Cosgaya-Alvarez pleaded guilty to murder and weapon enhancements, and was sentenced to eighteen years in prison.[397]",0,0,1,2008-08-14,Federal Way,Washington,"Federal Way, Washington","Federal Way, King County, Washington, USA","Federal Way, King County, Washington, USA","(47.313494, -122.3393103)",47.313494,-122.3393103,8,2008,14
311,"August 21, 2008","Knoxville, Tennessee",1,0,"At Central High School, 15-year-old Jamar Siler killed 15-year-old Ryan McDonald. In 2011, Siler was sentenced to thirty years in prison after pleading guilty to murder in a plea agreement.[151]",0,0,1,2008-08-21,Knoxville,Tennessee,"Knoxville, Tennessee","Knoxville, Knox County, Tennessee, USA","Knoxville, Knox County, Tennessee, USA","(35.9603948, -83.9210261)",35.9603948,-83.9210261,8,2008,21
312,"September 2, 2008","Willoughby, Ohio",0,0,"A 15-year-old student brought a handgun into South High School, and shot two rounds, one into the ceiling and one shattering a trophy case. The student then put the gun to his head. Then Assistant Principal Jeff Lyons talked the student out of doing any harm.",0,0,0,2008-09-02,Willoughby,Ohio,"Willoughby, Ohio","Willoughby, Lake County, Ohio, USA","Willoughby, Lake County, Ohio, USA","(41.6397696, -81.4065011)",41.6397696,-81.4065011,9,2008,2
313,"October 16, 2008","Detroit, Michigan",1,3,"16-year-old Christopher Walker, was killed, and three other teenagers were seriously wounded during a drive-by shooting near Henry Ford High School, soon after classes let out. Three teenagers were arrested and charged in connection with the shooting. The shooter, 15-year-old William Morton, was sentenced to life without parole, and Devon Bell was sentenced to forty-two years of prison.[398]",0,0,4,2008-10-16,Detroit,Michigan,"Detroit, Michigan","Detroit, Wayne County, Michigan, USA","Detroit, Wayne County, Michigan, USA","(42.3315509, -83.0466403)",42.3315509,-83.0466403,10,2008,16
314,"October 26, 2008","Conway, Arkansas",2,1,"University of Central Arkansas shootings: Four young men fatally shot two students, 18-year-old Ryan Henderson, and 19-year-old Chavares Block, and wounded a 19-year-old campus visitor in the leg, outside the Arkansas Hall dormitory of University of Central Arkansas.[399]",0,0,3,2008-10-26,Conway,Arkansas,"Conway, Arkansas","Conway, Faulkner County, Arkansas, USA","Conway, Faulkner County, Arkansas, USA","(35.0886963, -92.4421011)",35.0886963,-92.4421011,10,2008,26
315,"November 12, 2008","Fort Lauderdale, Florida",1,0,"15-year-old Amanda Collette, was killed in the hallway at Dillard High School. The shooter, 15-year-old Teah Wimberly, was sentenced to twenty-five years to life on a first-degree murder charge.[400]",0,0,1,2008-11-12,Fort Lauderdale,Florida,"Fort Lauderdale, Florida","Fort Lauderdale, Broward County, Florida, USA","Fort Lauderdale, Broward County, Florida, USA","(26.1223084, -80.1433786)",26.1223084,-80.1433786,11,2008,12
316,"January 9, 2009","Chicago, Illinois",0,5,"After attendees were leaving a basketball game at Dunbar High School, a truck pulled over and someone inside fired shots at the crowd, wounding five people, three critically. 18-year-old Georgio Dukes, was arrested and charged a week later with five counts of felony aggravated battery with a firearm. Police believe that the attack was gang-related.[401]",0,0,5,2009-01-09,Chicago,Illinois,"Chicago, Illinois","Chicago, Cook County, Illinois, USA","Chicago, Cook County, Illinois, USA","(41.8755616, -87.6244212)",41.8755616,-87.6244212,1,2009,9
317,"April 26, 2009","Hampton, Virginia",0,3,"18-year-old Odane Greg Maye, a former student of Hampton University, followed a 43-year-old pizza delivery man into his former dormitory. Armed with three guns, Maye wounded the delivery man, then the dorm monitor. Lastly, Maye shot himself in a suicide attempt. He survived and was convicted of two charges of malicious wounding, two counts of using a gun in a felony; burglary; and shooting in an occupied building. He was sentenced to fourteen years of prison in November 2009, and was ordered by a judge to pay more than $62,000 in restitution to his victims for lost wages.[402]",0,0,3,2009-04-26,Hampton,Virginia,"Hampton, Virginia","Hampton, Hampton City, Virginia, 23669-4019, USA","Hampton, Hampton City, Virginia, 23669-4019, USA","(37.0300969, -76.3452057)",37.0300969,-76.3452057,4,2009,26
318,"May 18, 2009","Cambridge, Massachusetts",1,0,"20-year-old Jabrai Copney, 23-year-old Jason Aquino, and 19-year-old Blayn Jiggetts, of New York City, invited 21-year-old Justin Cosby, of Cambridge, into a Harvard College dormitory. After trying to rob him of a pound of marijuana, they shot him. The victim, Cosby, was pronounced dead early the next day. Copney turned himself in three days later, and was convicted of murder. His partners pleaded guilty to armed robbery and manslaughter. His girlfriend, 21-year-old Brittany Smith, pleaded guilty to accessory after the fact, firearm possession, and misleading a grand jury.[403]",0,0,1,2009-05-18,Cambridge,Massachusetts,"Cambridge, Massachusetts","Cambridge, Middlesex County, Massachusetts, USA","Cambridge, Middlesex County, Massachusetts, USA","(42.3750997, -71.1056157)",42.3750997,-71.1056157,5,2009,18
319,"May 18, 2009","Larose, Louisiana",1,0,"15-year-old Larose-Cut Off Middle School student, Justin Doucet, carried his backpack to a restroom, where he put on camouflage clothes and took out a semi-automatic handgun before storming into a nearby classroom. He attempted to shoot a teacher, Jessica Plaisance, but the gun did not fire. He returned to the restroom and shot himself in the head, dying a week later of his wounds.[404][405]",3,0,1,2009-05-18,Larose,Louisiana,"Larose, Louisiana","Larose, Lafourche Parish, Louisiana, 70373, USA","Larose, Lafourche Parish, Louisiana, 70373, USA","(29.572438, -90.3817483)",29.572438,-90.3817483,5,2009,18
320,"June 16, 2009","San Francisco, California",0,3,"After students were being let out of International Studies Academy on the first day of summer school classes, a man left a car and opened fire, wounding three people, including a 17-year-old female student. An 18-year-old man was arrested for being an accessory in the crime.[406]",0,0,3,2009-06-16,San Francisco,California,"San Francisco, California","SF, California, USA","SF, California, USA","(37.7792808, -122.4192363)",37.7792808,-122.4192363,6,2009,16
321,"September 3, 2009","San Bruno, California",0,1,"A 20-year-old student was wounded in the parking lot of Skyline College after an argument between him and other men. The college campus was placed on lockdown. Three San Francisco residents, 18-year-old Germaine B. Benjamin, 20-year-old Dimaryea J. McGhee, and 18-year-old Jacori W. Bender, were each arrested and charged with felony firearm offenses.[407]",0,0,1,2009-09-03,San Bruno,California,"San Bruno, California","San Bruno, San Mateo County, California, USA","San Bruno, San Mateo County, California, USA","(37.6304904, -122.4110835)",37.6304904,-122.4110835,9,2009,3
322,"February 5, 2010","Madison, Alabama",1,0,"14-year-old student, Hammad Memon, killed 14-year-old Todd Brown at Discovery Middle School as classes were changing. The shooting was possibly related to gang activity. In May 2013, Memon pleaded guilty to the murder and was sentenced to thirty years of prison. After Memon is released from prison, he is likely to be deported to his native Pakistan.[408]",0,0,1,2010-02-05,Madison,Alabama,"Madison, Alabama","Madison County, Alabama, USA","Madison County, Alabama, USA","(34.7736807, -86.5675095)",34.7736807,-86.5675095,2,2010,5
